,vCNN-based model,CNN-based model,DREME,CisFinder,MEME-ChIP
0,0.8184029765311963,0.8233093466350478,0.7538433232480171,0.7879017090522529,0.7959358900973097
1,0.798351707160441,0.8053623033286953,0.7280495201398551,0.7690962931249777,0.7827071961183061
2,0.8441703143653004,0.8546955829685635,0.7662355750099483,0.8129924393155591,0.8246120175089534
3,0.8232268038489218,0.8246394967614681,0.7546978702987979,0.7976117493402991,0.810512567636005
4,0.8809503276992067,0.8809072093825457,0.8255432907899276,0.8563297688858227,0.8650827871679889
5,0.7110433283443532,0.7135441335278404,0.6137013811264991,0.6858837125589679,0.7221832787071595
6,0.7865353875454886,0.7907526442879979,0.712393293201374,0.7581029146685713,0.777080570009863
7,0.7862477730574209,0.7870186377963546,0.6928018363711114,0.7558071810333014,0.7821022337947101
8,0.7782208192575363,0.7880231119971941,0.696959627845157,0.7501061453545255,0.7648741946798102
9,0.8207923832923832,0.8255698880698881,0.7858312858312858,0.8107596232596233,0.8082855582855583
10,0.9223031564342699,0.9181408255289629,0.8508498092265002,0.9035726673603884,0.9049601109954908
11,0.7937137577263749,0.8030331995157076,0.7244312750908048,0.7830880010195629,0.7840279105333589
12,0.85029849454923,0.8525912787679529,0.779049143450424,0.8306367883716906,0.8365634192766914
13,0.7118050618512726,0.7082503910137922,0.600828238305133,0.666003128110337,0.7093701123275985
14,0.8055483870967742,0.8043010752688172,0.7138279569892473,0.772258064516129,0.8022150537634408
15,0.805095818815331,0.8042682926829269,0.7081228222996516,0.7625,0.8003702090592334
16,0.8091438373966835,0.8080521910900869,0.716665800280709,0.773457399802464,0.8016322711441493
17,0.8387127040720586,0.8427472321261025,0.774066428973541,0.8215894164008257,0.8244511165321824
18,0.8169637487671694,0.8191527747708739,0.7355367924755238,0.7893002333357388,0.8082316999831614
19,0.777640857123297,0.7758608886150475,0.6841240501129595,0.7409917619406221,0.7827753816663243
20,0.7256116325588552,0.7180143098938299,0.6262501923372826,0.688009693799046,0.7262078781350977
21,0.8806569561829407,0.8778397170772643,0.8211952286758977,0.8584786908829347,0.8677695858059102
22,0.8036443606660383,0.8119975605699395,0.7328269667904862,0.7898578847184491,0.7865129086507364
23,0.8213572097023042,0.8143511141462427,0.7235500923185877,0.7792953436021954,0.810582492348939
24,0.8409459574831384,0.8405190813625886,0.7659651669085631,0.8051950823870913,0.8204559036967473
25,0.8051750097589085,0.8146550922913917,0.7367697083480491,0.7843931817759354,0.7952302172983624
26,0.8413806603158032,0.8466875462177563,0.7750445865413894,0.8182609073904911,0.8231545521771282
27,0.8845920402323767,0.8883204716899332,0.8694181912772045,0.8663834214861701,0.8571924044047515
28,0.7716851635514018,0.7759808216510904,0.6818900895638629,0.7446456386292835,0.750644957165109
29,0.7975524716929026,0.8043185584092792,0.7670705606186137,0.7866784037558685,0.7839339961336648
30,0.8110577317894391,0.8153486080315349,0.7397347458323068,0.7890079658372341,0.7962552352796255
31,0.8192179653557524,0.8207696213959262,0.7345821813462732,0.7837273599277774,0.8116007447948993
32,0.812332941302256,0.8113439538116113,0.7230567732278413,0.7769164973805196,0.8072543568908371
33,0.8287962434164604,0.8187067707341836,0.725521923979948,0.7806332889142712,0.7797766355733232
34,0.8433902394251698,0.8429706553378963,0.7796921301759631,0.816563081845121,0.8225159310833137
35,0.8149926144756278,0.8300026066556608,0.755626031801199,0.8016552263445998,0.8108219654183683
36,0.8027469799768328,0.8110945630389615,0.7261477926710427,0.7702392115762958,0.786364388548734
37,0.7816105555884267,0.7744314932055303,0.6815770270003747,0.7386742401830266,0.7506459183874722
38,0.7991390443392166,0.7947266465777012,0.7045630650021524,0.759685751183814,0.7826947912182523
39,0.7938887596829883,0.7960713455104925,0.7103780167093046,0.7566774603288191,0.7861423690001252
40,0.8407411057455405,0.8480339016458066,0.7780132058736572,0.807972799842318,0.8200453335961367
41,0.7811749159058146,0.785394641999039,0.7074273185968285,0.758469485824123,0.7559616770783277
42,0.7876980709610748,0.7846193592834998,0.6962409576300379,0.7515070616603513,0.7669652084050982
43,0.780104434957485,0.7852026955509297,0.6846840489715273,0.7457220477719366,0.7712662738595067
44,0.7794239381911574,0.77532740432577,0.6787935389382973,0.7344045168000339,0.7546324793581389
45,0.8275043554006969,0.8367813588850174,0.7532665505226481,0.7984102787456446,0.81073606271777
46,0.7802676626206038,0.7737761771375217,0.6743808634564937,0.7326708461162242,0.7710417500333466
47,0.7888634102020508,0.7878250335309134,0.6954744083416259,0.7475663046770216,0.7837147925409943
48,0.7902656226009519,0.7925687087363734,0.6941720953697001,0.7537013884319274,0.7942576385690158
49,0.7757369019504942,0.7801539403481151,0.6955960815184116,0.7456485611825417,0.7797166098136972
50,0.8235725263033455,0.8193639910154865,0.7446033810143043,0.7940182054616385,0.81707057571817
51,0.7600036062568556,0.7611155354540127,0.6754368829919911,0.7250980451082628,0.7547294556054756
52,0.8430809399477807,0.8434943429068755,0.7532637075718016,0.8116187989556136,0.8074412532637075
53,0.8248833812373368,0.8245771097394337,0.7470668614239269,0.7962116571643971,0.8149648965744711
54,0.8132170824986341,0.8124658532143507,0.7197004188672373,0.7790247678018576,0.8057275541795665
55,0.8205971786052539,0.8202482428592792,0.7486665669707393,0.7884452420118638,0.8077114799860425
56,0.817421451787649,0.8190249187432286,0.7341278439869989,0.7882556879739978,0.8111375947995666
57,0.8035605435834917,0.8085625156871885,0.7373157875865036,0.7688335903044211,0.7827638136899853
58,0.8190095933226139,0.8212679084388719,0.7510614081046413,0.8010334049971997,0.8044118444111218
59,0.8150592351117119,0.8108054384988471,0.7456070605072752,0.7988192732766161,0.8033712332034666
60,0.7762376237623763,0.7816880697970787,0.6966179786295461,0.7469267718851093,0.7679443191843937
61,0.7870635497243472,0.7884738664045472,0.708278131544083,0.7589213214239925,0.7777469122612077
62,0.8153860383379193,0.8207736952852221,0.7468263694591533,0.7985293777603071,0.8013966286678845
63,0.7835151157839573,0.7818610592512528,0.7242311093642527,0.7501719563722119,0.7686286069896171
64,0.7932801822323462,0.799210588327704,0.7057968737726809,0.7663773466342,0.7902757049721153
65,0.8214714528215956,0.8276818614664845,0.7598434977021488,0.8042686208752536,0.8023226928331885
66,0.83308440047991,0.83795695502069,0.7764991062902475,0.8038735584339267,0.8061751671114811
67,0.8295164665080684,0.8290578692424546,0.7413798045229155,0.7970993722949927,0.8199145862592794
68,0.8308628453206767,0.8350979676280881,0.769623950346842,0.8099549714007546,0.8029937933552391
69,0.768640394480455,0.7729749075436434,0.6903606792062672,0.7320356304927029,0.7671093967471269
70,0.8046813725490196,0.8097794117647059,0.7438725490196079,0.7749754901960785,0.7892401960784313
71,0.8495475499402424,0.8476353081782483,0.782448352398839,0.8182345910875874,0.8316202834215468
72,0.7885560215698023,0.7846215298581986,0.6998202516476932,0.7473337327741162,0.7795686039544637
73,0.8167327486082743,0.8258039969562257,0.7527333894028595,0.8018743241619608,0.7871760983619689
74,0.7677614124965694,0.7692983258622267,0.6796633427865703,0.7339310218644223,0.7630225962857927
75,0.7893794889909337,0.7878252678676557,0.7049334746261627,0.7581773225008831,0.7852819969386554
76,0.7635961554818406,0.7561622862975249,0.6698647614187293,0.7262226758526835,0.760806328144935
77,0.7956043956043956,0.7918681318681319,0.7184835164835165,0.7623296703296704,0.7921538461538462
78,0.8236935428705153,0.8236575399182733,0.7466292235963349,0.7918309301362711,0.8104264549693074
79,0.8461497890295359,0.847415611814346,0.772626582278481,0.8154272151898734,0.8344672995780591
80,0.7859006171661258,0.7858582002502598,0.7050327670675065,0.753812220313461,0.77716273249772
81,0.7580431908329661,0.7606197240397329,0.6708817845882632,0.7193951927314642,0.7496186052818931
82,0.8209298328535213,0.8221114596313325,0.7412237356593477,0.7951274008507713,0.8113908821381
83,0.8198583426528956,0.8217222551147951,0.7460912659254874,0.7890051093129838,0.808894151700546
84,0.8059860673035467,0.8111143887993828,0.7351199255712633,0.7822959449953482,0.7999954616623931
85,0.8212790935075541,0.8209983666802777,0.7455594120049,0.7897356063699469,0.8063240097999184
86,0.8205650577594699,0.8088788394376287,0.7241873376914122,0.7784767618877049,0.8091251007432614
87,0.7828109032513713,0.7810173309140962,0.6802644476422866,0.7433523118313208,0.7782018394544203
88,0.8233333333333334,0.8247916666666667,0.7524739583333333,0.7992447916666666,0.810703125
89,0.8063763315391275,0.813509240787443,0.7272744382128205,0.7717092633718523,0.8005420258215079
90,0.8127767810505757,0.8224059228306043,0.7497558649194922,0.786387482115686,0.7921104626075898
91,0.7972433080303636,0.7997902516979625,0.7160906911705953,0.7667299240910906,0.7940970834998002
92,0.8141845084045696,0.8157530128355946,0.7422162967610384,0.782422293676313,0.7913627689331556
93,0.8410219044583087,0.8395418734915069,0.7702536545380027,0.8101006421057425,0.8155881415364998
94,0.7959791815491377,0.797714052454332,0.7061740993978978,0.7624859679559138,0.7906929278497806
95,0.8088990302338848,0.8149899711094345,0.7431867949873949,0.8013543602671918,0.7809469480889903
96,0.8208829947960383,0.819582004364613,0.7279670975323149,0.7740053718314588,0.8015360080577472
97,0.78392596818153,0.7898206249603854,0.710866028607044,0.7626925270964061,0.7783059728296465
98,0.821942627075994,0.8154001006542526,0.7324609964771012,0.7828283844992451,0.8102868646200302
99,0.8108539320646518,0.8120563276065392,0.7314264573265198,0.7820658080329271,0.7998242652669549
